index;PV_rooftop_middle;PV_rooftop_north;PV_rooftop_swest;PV_rooftop_east
894;0;0;0;0
895;0;0;0;0
896;0,080122698;0,024877261;0;0,018120853
897;0,320688237;0,096655062;0,016274551;0,018720419
898;0,417134053;0,264705888;0,039819115;0,011147782
899;0,506466947;0,46074825;0,051427575;0,108106287
900;0,393961196;0,441995566;0,056248662;0,340009184
901;0,382436289;0,593813329;0,438677487;0,278265947
902;0,291160224;0,316245671;0,368571632;0,092414518
903;0,244952724;0,215704026;0,25254;0,13835113
904;0,093591016;0,101901311;0,095748008;0,089474479
905;0,000126227;0,0003392;0,000163031;0,000198586
906;0;0;0;0
907;0;0;0;0
908;0;0;0;0
909;0;0;0;0
910;0;0;0;0
911;0;0;0;0
912;0;0;0;0
913;0;0;0;0
914;0;0;0;0
915;0;0;0;0
916;0;0;0;0
917;0;0;0;0
918;0;0;0;0
919;0;0;0;0
920;0,107666268;0,005340638;0,002278502;0,005178202
921;0,327553145;0,022797707;0,017724537;0,019872115
922;0,446970277;0,047401816;0,038291065;0,015525214
923;0,55944304;0,075324245;0,051286472;0,055106838
924;0,591805145;0,088347584;0,057506787;0,047714842
925;0,585831158;0,07086964;0,056174498;0,459717671
926;0,448771382;0,05958167;0,044600231;0,358441618
927;0,337444776;0,033194033;0,027042102;0,270117631
928;0,129750371;0,012463817;0,005877045;0,104495889
929;0,000259764;8,40E-05;0;0,000188837
930;0;0;0;0
931;0;0;0;0
932;0;0;0;0
933;0;0;0;0
934;0;0;0;0
935;0;0;0;0
936;0;0;0;0
937;0;0;0;0
938;0;0;0;0
939;0;0;0;0
940;0;0;0;0
941;0;0;0;0
942;0;0;0;0
943;0;0;0;0
944;0;0,01318344;0,007103723;0
945;0,013923073;0,101033337;0,034649364;0,005072086
946;0,013605063;0,216513079;0,089491816;0,025425611
947;0,107345633;0,477237513;0,116241119;0,042844875
948;0,193341908;0,297427974;0,082518552;0,058168236
949;0,326864487;0,589250368;0,088845778;0,477011171
950;0,524242026;0,539103553;0,070194707;0,384670816
951;0,137739525;0,110682494;0,033436026;0,250009303
952;0,055270575;0,078323518;0,010389367;0,096240663
953;0,000328268;0,000344425;9,98E-05;0,000130404
954;0;0;0;0
955;0;0;0;0
956;0;0;0;0
957;0;0;0;0
958;0;0;0;0
959;0;0;0;0
960;0;0;0;0
961;0;0;0;0
962;0;0;0;0
963;0;0;0;0
964;0;0;0;0
965;0;0;0;0
966;0;0;0;0
967;0;0;0;0
968;0,092761737;0,100972417;0,022718294;0,050519389
969;0,197408842;0,220922175;0,050140555;0,09930495
970;0,31389075;0,326091553;0,079320869;0,0868152
971;0,405186079;0,409149474;0,118579184;0,023703557
972;0,399489;0,433681105;0,119641066;0,09696231
973;0,387177434;0,39808279;0,100783397;0,451155198
974;0,298513934;0,337579618;0,090377439;0,567726197
975;0,182855526;0,201904863;0,033139133;0,368234526
976;0,08297509;0,083721658;0,016321602;0,125972384
977;0,000239345;0,000229906;0,000216111;0,000690801
978;0;0;0;0
979;0;0;0;0
980;0;0;0;0
981;0;0;0;0
982;0;0;0;0
983;0;0;0;0
984;0;0;0;0
985;0;0;0;0
986;0;0;0;0
987;0;0;0;0
988;0;0;0;0
989;0;0;0;0
990;0;0;0;0
991;0;0;0;0
992;0,004846562;0,011641497;0,128955525;0,121303958
993;0,036487551;0,074499541;0,31122521;0,302094474
994;0,056194725;0,22694745;0,105409927;0,425236619
995;0,085708291;0,272780763;0,184760171;0,510584447
996;0,104238485;0,262684461;0,146060487;0,515727711
997;0,102283034;0,314983934;0,319505961;0,444177118
998;0,097589807;0,311075921;0,30909904;0,394201263
999;0,049049297;0,310668987;0,016637613;0,250289823
1000;0,012597528;0,10215662;0,004622412;0,08072443
1001;0,000108095;0,002111209;0,000104662;0,000185863
1002;0;0;0;0
1003;0;0;0;0
1004;0;0;0;0
1005;0;0;0;0
1006;0;0;0;0
1007;0;0;0;0
1008;0;0;0;0
1009;0;0;0;0
1010;0;0;0;0
1011;0;0;0;0
1012;0;0;0;0
1013;0;0;0;0
1014;0;0;0;0
1015;0;0;0;0
1016;0,005176564;0,027983999;0,081606346;0,08962449
1017;0,032954448;0,069134752;0,144199184;0,209380895
1018;0,078341819;0,109405105;0,340835092;0,334389158
1019;0,09545882;0,159778263;0,285973619;0,334172447
1020;0,106585461;0,199094368;0,086961118;0,359977855
1021;0,095180226;0,292082447;0,048490666;0,352898645
1022;0,064526522;0,209682604;0,045493078;0,251049513
1023;0,036290826;0,151456579;0,06096019;0,167924653
1024;0,010423488;0,147654995;0,030595939;0,050302607
1025;0,000187689;0,004892289;0,000489921;0,000204312
1026;0;0;0;0
1027;0;0;0;0
1028;0;0;0;0
1029;0;0;0;0
1030;0;0;0;0
1031;0;0;0;0
1032;0;0;0;0
1033;0;0;0;0
1034;0;0;0;0
1035;0;0;0;0
1036;0;0;0;0
1037;0;0;0;0
1038;0;0;0;0
1039;0;0;0;0
1040;0,023123759;0,079005193;0,015571277;0,101265698
1041;0,067280191;0,21229204;0,062194717;0,244370013
1042;0,073926703;0,338761895;0,097775937;0,338123803
1043;0,118722695;0,357680724;0,1011258;0,424841724
1044;0,392520553;0,372720434;0,088840721;0,383091237
1045;0,406269632;0,342963671;0,059400355;0,339734684
1046;0,595908197;0,330118997;0,04710709;0,285244026
1047;0,409785158;0,208012248;0,034577609;0,198713921
1048;0,133651402;0,080154723;0,014801907;0,075383672
1049;0,002788487;0,00042038;0,000355437;0,000353737
1050;0;0;0;0
1051;0;0;0;0
1052;0;0;0;0
1053;0;0;0;0
1054;0;0;0;0
1055;0;0;0;0
1056;0;0;0;0
1057;0;0;0;0
1058;0;0;0;0
1059;0;0;0;0
1060;0;0;0;0
1061;0;0;0;0
1062;0;0;0;0
1063;0;0;0;0
1064;0,006384798;0,047789969;0,176288475;0,05436015
1065;0,052481992;0,11041305;0,429296329;0,132150079
1066;0,087405857;0,181921263;0,591908685;0,199450737
1067;0,200493355;0,191779184;0,698063132;0,263204325
1068;0,20977579;0,232547732;0,724983395;0,308605421
1069;0,139665119;0,184904645;0,687646579;0,280437869
1070;0,071463908;0,212921463;0,577519106;0,213888474
1071;0,014473976;0,129224246;0,422602381;0,129267107
1072;0,002361514;0,052795019;0,197871158;0,045585156
1073;0;0,000533517;0,001089515;0,000279942
1074;0;0;0;0
1075;0;0;0;0
1076;0;0;0;0
1077;0;0;0;0
1078;0;0;0;0
1079;0;0;0;0
1080;0;0;0;0
1081;0;0;0;0
1082;0;0;0;0
1083;0;0;0;0
1084;0;0;0;0
1085;0;0;0;0
1086;0;0;0;0
1087;0;0;0;0
1088;0,045399314;0,04181839;0,123324182;0
1089;0,110232217;0,117532713;0,287208868;0,005216487
1090;0,151379527;0,212736778;0,413002106;0,014303617
1091;0,217704987;0,266072368;0,473553434;0,020681649
1092;0,260129684;0,225220027;0,486466974;0,023268932
1093;0,247627895;0,216585316;0,441802934;0,348188803
1094;0,178017584;0,1888011;0,398458421;0,309074961
1095;0,11091004;0,110829375;0,284463868;0,200477704
1096;0,045948892;0,049220017;0,124875347;0,082925246
1097;0,000600623;0,000589547;0,00111618;0,000415769
1098;0;0;0;0
1099;0;0;0;0
1100;0;0;0;0
1101;0;0;0;0
1102;0;0;0;0
1103;0;0;0;0
1104;0;0;0;0
1105;0;0;0;0
1106;0;0;0;0
1107;0;0;0;0
1108;0;0;0;0
1109;0;0;0;0
1110;0;0;0;0
1111;0;0;0;0
1112;0,016236603;0;0,116930258;0,019008692
1113;0,063330762;0,012392664;0,224741337;0,063058911
1114;0,170320026;0,026581473;0,297940855;0,097243311
1115;0,2515335;0,03359278;0,310606382;0,113301079
1116;0,31198129;0,03455353;0,36783;0,099906924
1117;0,293062461;0,03451693;0,337557947;0,080833026
1118;0,488898947;0,030217394;0,301292645;0,059929851
1119;0,442515671;0,017709103;0,237588419;0,028197651
1120;0,206363803;0,00675807;0,076830383;0,009057392
1121;0,00878164;0,000215967;0,001021646;0,000180087
1122;0;0;0;0
1123;0;0;0;0
1124;0;0;0;0
1125;0;0;0;0
1126;0;0;0;0
1127;0;0;0;0
1128;0;0;0;0
1129;0;0;0;0
1130;0;0;0;0
1131;0;0;0;0
1132;0;0;0;0
1133;0;0;0;0
1134;0;0;0;0
1135;0;0;0;0
1136;0,18364339;0,004675217;0,002462973;0,186441123
1137;0,39331275;0,022300958;0,011019634;0,411412895
1138;0,570175027;0,041902425;0,021120849;0,581732921
1139;0,660810592;0,051434077;0,024948679;0,676941079
1140;0,667466013;0,058166069;0,027329846;0,689288763
1141;0,64563604;0,055226511;0,371280513;0,650822645
1142;0,558482289;0,048924809;0,337721685;0,549739224
1143;0,404945289;0,030467815;0,234268895;0,396734368
1144;0,201548013;0,010270851;0,121136369;0,186763539
1145;0,0028659;0,000321483;0,001100986;0,002143645
1146;0;0;0;0
1147;0;0;0;0
1148;0;0;0;0
1149;0;0;0;0
1150;0;0;0;0
1151;0;0;0;0
1152;0;0;0;0
1153;0;0;0;0
1154;0;0;0;0
1155;0;0;0;0
1156;0;0;0;0
1157;0;0;0;0
1158;0;0;0;0
1159;0;0;0;0
1160;0;0,004825229;0,098603771;0,16533448
1161;0,005777334;0,019908474;0,199597619;0,302845737
1162;0,016198197;0,032364273;0,251237329;0,42158625
1163;0,027493824;0,038896891;0,352992553;0,47895675
1164;0,031967933;0,045352938;0,381668171;0,475843342
1165;0,361398513;0,042833799;0,382785434;0,443392145
1166;0,32066175;0,033047633;0,264911763;0,421875197
1167;0,222272763;0,021088824;0,214630106;0,273929329
1168;0,101169142;0,007406853;0,084916816;0,117847425
1169;0,002096578;0,000264137;0,001259103;0,000709419
1170;0;0;0;0
1171;0;0;0;0
1172;0;0;0;0
1173;0;0;0;0
1174;0;0;0;0
1175;0;0;0;0
1176;0;0;0;0
1177;0;0;0;0
1178;0;0;0;0
1179;0;0;0;0
1180;0;0;0;0
1181;0;0;0;0
1182;0;0;0;0
1183;0;0;0;0
1184;0,003356004;0,162166654;0,043443237;0,025052387
1185;0,011977374;0,336736855;0,107346355;0,073611991
1186;0,021714515;0,525932368;0,167534092;0,116977693
1187;0,033266752;0,626300645;0,23967221;0,089562126
1188;0,028724908;0,661501658;0,215576408;0,107287121
1189;0,468405356;0,622618974;0,2520825;0,104357917
1190;0,373358526;0,530738526;0,266750432;0,11394182
1191;0,279713092;0,38196675;0,127193668;0,067351224
1192;0,132003679;0,169354461;0,060285738;0,023400884
1193;0,002186248;0,002581594;0,002151127;0,000580647
1194;0;0;0;0
1195;0;0;0;0
1196;0;0;0;0
1197;0;0;0;0
1198;0;0;0;0
1199;0;0;0;0
1200;0;0;0;0
1201;0;0;0;0
1202;0;0;0;0
1203;0;0;0;0
1204;0;0;0;0
1205;0;0;0;0
1206;0;0;0;0
1207;0;0;0;0
1208;0,138927821;0,049519078;0,096418366;0,039947456
1209;0,273919938;0,103206462;0,208751471;0,093226461
1210;0,397724013;0,208556672;0,243113092;0,135920842
1211;0,477326605;0,252792348;0,319290936;0,173951132
1212;0,524945132;0,259633658;0,335015211;0,187196961
1213;0,433970053;0,239438645;0,260982079;0,162116329
1214;0,367266553;0,208745211;0,2108526;0,129458053
1215;0,254246475;0,108546209;0,155478004;0,095222846
1216;0,114077215;0,067267092;0,095558266;0,036495979
1217;0,001186201;0,002277218;0,001592365;0,000752147
1218;0;0;0;0
1219;0;0;0;0
1220;0;0;0;0
1221;0;0;0;0
1222;0;0;0;0
1223;0;0;0;0
1224;0;0;0;0
1225;0;0;0;0
1226;0;0;0;0
1227;0;0;0;0
1228;0;0;0;0
1229;0;0;0;0
1230;0;0;0;0
1231;0;0;0;0
1232;0,064133554;0,054616591;0,032624108;0,067545059
1233;0,102641811;0,144565425;0,072144861;0,123664658
1234;0,113815646;0,141846671;0,116021278;0,158250695
1235;0,145557719;0,17728438;0,121207883;0,193592329
1236;0,164892872;0,274220684;0,189436303;0,233479105
1237;0,096918004;0,342990158;0,222672474;0,244497632
1238;0,238473561;0,390399197;0,254203856;0,233514742
1239;0,180688421;0,410529197;0,191133869;0,111541149
1240;0,10988548;0,171728885;0,086262588;0,037063038
1241;0,007882335;0,005685704;0,004393832;0,000848203
1242;0;0;0;0
1243;0;0;0;0
1244;0;0;0;0
1245;0;0;0;0
1246;0;0;0;0
1247;0;0;0;0
1248;0;0;0;0
1249;0;0;0;0
1250;0;0;0;0
1251;0;0;0;0
1252;0;0;0;0
1253;0;0;0;0
1254;0;0;0;0
1255;0;0;0;0
1256;0,027750264;0,137475138;0,065929121;0,140019801
1257;0,070942117;0,383478908;0,154122118;0,282455684
1258;0,110225956;0,300172974;0,216257842;0,449474487
1259;0,127632869;0,273736698;0,195472895;0,471290013
1260;0,134603724;0,253715053;0,248143184;0,502573382
1261;0,115990698;0,171928741;0,17862004;0,466527197
1262;0,091587166;0,181186855;0,252506049;0,381865618
1263;0,062690743;0,200235711;0,169025061;0,263556119
1264;0,028623849;0,068932247;0,10087875;0,101780266
1265;0,001142834;0,001248367;0,001741539;0,001153124
1266;0;0;0;0
1267;0;0;0;0
1268;0;0;0;0
1269;0;0;0;0
1270;0;0;0;0
1271;0;0;0;0
1272;0;0;0;0
1273;0;0;0;0
1274;0;0;0;0
1275;0;0;0;0
1276;0;0;0;0
1277;0;0;0;0
1278;0;0;0;0
1279;0;0;0;0
1280;0,038397253;0,023096189;0,016733135;0,167989184
1281;0,093079098;0,056624534;0,048104681;0,344552882
1282;0,139101671;0,086596804;0,074854946;0,422265276
1283;0,177231648;0,1106235;0,09770683;0,531280303
1284;0,16333978;0,120387513;0,083082482;0,518109118
1285;0,159178457;0,112181408;0,060809696;0,429953684
1286;0,1274046;0,091829641;0,077980153;0,37758679
1287;0,071466797;0,0601704;0,059585282;0,289028033
1288;0,034151412;0,027391488;0,034119146;0,12659338
1289;0,001414463;0,001214911;0,003194345;0,001093765
1290;0;0;0;0
1291;0;0;0;0
1292;0;0;0;0
1293;0;0;0;0
1294;0;0;0;0
1295;0;0;0;0
1296;0;0;0;0
1297;0;0;0;0
1298;0;0;0;0
1299;0;0;0;0
1300;0;0;0;0
1301;0;0;0;0
1302;0;0;0;0
1303;0;0;0;0
1304;0,057912036;0,151521592;0,165017842;0,041306327
1305;0,137180653;0,311817553;0,343064803;0,084903332
1306;0,18122779;0,424405895;0,443300644;0,13307158
1307;0,253457408;0,511769132;0,602409513;0,14691529
1308;0,29108293;0,524612842;0,517651619;0,156084553
1309;0,203478663;0,495433974;0,50673904;0,141892421
1310;0,166277171;0,463486026;0,41693179;0,113484079
1311;0,102344436;0,291774237;0,308682474;0,081223105
1312;0,045452385;0,127033062;0,173837961;0,034950592
1313;0,001578686;0,002085918;0,006131589;0,001278777
1314;0;0;0;0
1315;0;0;0;0
1316;0;0;0;0
1317;0;0;0;0
1318;0;0;0;0
1319;0;0;0;0
1320;0;0;0;0
1321;0;0;0;0
1322;0;0;0;0
1323;0;0;0;0
1324;0;0;0;0
1325;0;0;0;0
1326;0;0;0;0
1327;0;0;0;0
1328;0,001743164;0,14123627;0,001703735;0,017207081
1329;0,011150455;0,267955342;0,012308435;0,04151042
1330;0,020535249;0,246161487;0,021852367;0,064816192
1331;0,026255588;0,306493698;0,027066663;0,078538543
1332;0,028864638;0,413601671;0,02938667;0,08168205
1333;0,427851592;0,40443;0,381523698;0,076391424
1334;0,361728395;0,25355252;0,317064355;0,062535434
1335;0,278814947;0,189718989;0,215311539;0,042874251
1336;0,134823083;0,046150578;0,124344407;0,018413845
1337;0,005541953;0,001585823;0,005416439;0,001026597
1338;0;0;0;0
1339;0;0;0;0
1340;0;0;0;0
1341;0;0;0;0
1342;0;0;0;0
1343;0;0;0;0
1344;0;0;0;0
1345;0;0;0;0
1346;0;0;0;0
1347;0;0;0;0
1348;0;0;0;0
1349;0;0;0;0
1350;0;0;0;0
1351;0;0;0;0
1352;0,132061468;0,10103719;0,08979497;0,089620686
1353;0,246060596;0,374121829;0,162888782;0,153888553
1354;0,161678092;0,574417737;0,309402434;0,354072494
1355;0,213185368;0,708523027;0,398248934;0,433644987
1356;0,309142382;0,451422474;0,436825816;0,499614079
1357;0,517141145;0,078447043;0,435065645;0,447095487
1358;0,42214729;0,02288439;0,320786961;0,346262487
1359;0,48519079;0,012334585;0,171588987;0,176269934
1360;0,147193642;0,003549574;0,103852982;0,090143392
1361;0,009116073;0;0,008830658;0,002506375
1362;0;0;0;0
1363;0;0;0;0
1364;0;0;0;0
1365;0;0;0;0
1366;0;0;0;0
1367;0;0;0;0
1368;0;0;0;0
1369;0;0;0;0
1370;0;0;0;0
1371;0;0;0;0
1372;0;0;0;0
1373;0;0;0;0
1374;0;0;0;0
1375;0,010317079;0;0,00335457;0
1376;0,172792934;0,129189091;0,182516013;0,086449923
1377;0,262489421;0,241745408;0,389438447;0,185198408
1378;0,334437316;0,300606395;0,47572054;0,228930592
1379;0,456281605;0,336847619;0,506057605;0,269850356
1380;0,486479013;0,317659105;0,494793474;0,255882158
1381;0,594073382;0,371745237;0,444083211;0,282070421
1382;0,365080184;0,300654553;0,340880842;0,248302828
1383;0,427102737;0,194194303;0,226149474;0,127978161
1384;0,2247789;0,080039143;0,112983478;0,04855905
1385;0,005449384;0,002125666;0,002626568;0,001683624
1386;0;0;0;0
1387;0;0;0;0
1388;0;0;0;0
1389;0;0;0;0
1390;0;0;0;0
1391;0;0;0;0
1392;0;0;0;0
1393;0;0;0;0
1394;0;0;0;0
1395;0;0;0;0
1396;0;0;0;0
1397;0;0;0;0
1398;0;0;0;0
1399;0;0;0;0,008400714
1400;0,001536988;0,063748291;0,053788516;0,075470404
1401;0,081100062;0,140382671;0,10871115;0,11345687
1402;0,209395342;0,206313237;0,108282304;0,424547961
1403;0,141198466;0,267623053;0,117775188;0,42771675
1404;0,187690579;0,253515197;0,204251357;0,544087895
1405;0,349806908;0,218473105;0,345823528;0,485951684
1406;0,371831921;0,181095356;0,389281934;0,421345461
1407;0,137938658;0,108919915;0,464388987;0,284928592
1408;0,056832817;0,061794284;0,226952266;0,158350382
1409;0,002245145;0,002305076;0,018568415;0,004849645
1410;0;0;0;0
1411;0;0;0;0
1412;0;0;0;0
1413;0;0;0;0
1414;0;0;0;0
1415;0;0;0;0
1416;0;0;0;0
1417;0;0;0;0
1418;0;0;0;0
1419;0;0;0;0
1420;0;0;0;0
1421;0;0;0;0
1422;0;0;0;0
1423;0;0,003676191;0;0,003149817
1424;0,148421187;0,196539592;0,185362145;0,091787021
1425;0,249209881;0,403493329;0,464726092;0,184822776
1426;0,25909429;0,571516224;0,31527529;0,232759145
1427;0,323486211;0,653418355;0,261316777;0,344781632
1428;0,428224816;0,65457896;0,255407803;0,342939111
1429;0,468884526;0,620379632;0,15402821;0,319710632
1430;0,352356869;0,546228513;0,164923934;0,28619081
1431;0,281475671;0,414143448;0,237143921;0,18558945
1432;0,172485446;0,217618303;0,1078419;0,085106558
1433;0,035811896;0,017157516;0,002730895;0,00245846
1434;0;0;0;0
1435;0;0;0;0
1436;0;0;0;0
1437;0;0;0;0
1438;0;0;0;0
1439;0;0;0;0
1440;0;0;0;0
1441;0;0;0;0
1442;0;0;0;0
1443;0;0;0;0
1444;0;0;0;0
1445;0;0;0;0
1446;0;0;0;0
1447;0;0;0;0
1448;0,060892769;0,027868131;0,028487562;0,046225078
1449;0,123098803;0,098600641;0,062366159;0,073182663
1450;0,177213829;0,123600367;0,087443901;0,076943313
1451;0,17674429;0,160867595;0,114468426;0,118083158
1452;0,205248947;0,30813829;0,127498027;0,148880131
1453;0,204798671;0,368029855;0,115807698;0,113936282
1454;0,152150053;0,40105654;0,095978684;0,098689251
1455;0,097133751;0,452318211;0,059056026;0,073372646
1456;0,046952021;0,013945659;0,031055582;0,043799605
1457;0,002775279;0,001123329;0,002322819;0,004004791
1458;0;0;0;0
1459;0;0;0;0
1460;0;0;0;0
1461;0;0;0;0
1462;0;0;0;0
1463;0;0;0;0
1464;0;0;0;0
1465;0;0;0;0
1466;0;0;0;0
1467;0;0;0;0
1468;0;0;0;0
1469;0;0;0;0
1470;0;0;0;0
1471;0;0;0,013944769;0,013309012
1472;0,033416523;0,081936083;0,239694122;0,08491489
1473;0,061057228;0,22318969;0,466804106;0,198321434
1474;0,102560183;0,232756737;0,600748066;0,264774513
1475;0,142369184;0,318940105;0,69605254;0,254752856
1476;0,205150224;0,271835905;0,706671355;0,208157684
1477;0,194935934;0,27158404;0,662404619;0,168670619
1478;0,150211697;0,209655395;0,575094355;0,153782605
1479;0,078139074;0,167219862;0,409727369;0,103565238
1480;0,033721843;0,056649336;0,225130934;0,045590838
1481;0,005291238;0,002960868;0,017850179;0,002317384
1482;0;0;0;0
1483;0;0;0;0
1484;0;0;0;0
1485;0;0;0;0
1486;0;0;0;0
1487;0;0;0;0
1488;0;0;0;0
1489;0;0;0;0
1490;0;0;0;0
1491;0;0;0;0
1492;0;0;0;0
1493;0;0;0;0
1494;0;0;0;0
1495;0;0,007266867;0,018845147;0
1496;0,15106939;0,238107079;0,242446106;0,086222376
1497;0,281215859;0,498318632;0,461265947;0,290839974
1498;0,355361921;0,41043529;0,62627175;0,442910566
1499;0,417242408;0,43091925;0,682375697;0,398704026
1500;0,427593948;0,57202429;0,714607776;0,39201971
1501;0,408911092;0,264360355;0,670444579;0,390907264
1502;0,313096145;0,336255277;0,570403777;0,509127671
1503;0,260495684;0,225636833;0,449216842;0,079548173
1504;0,08789779;0,047534972;0,247358211;0,101035745
1505;0,003815709;0,002715287;0,022883717;0,013810266
1506;0;0;0;0
1507;0;0;0;0
1508;0;0;0;0
1509;0;0;0;0
1510;0;0;0;0
1511;0;0;0;0
1512;0;0;0;0
1513;0;0;0;0
1514;0;0;0;0
1515;0;0;0;0
1516;0;0;0;0
1517;0;0;0;0
1518;0;0;0;0
1519;0,00993306;0,009435235;0,003982417;0,046908655
1520;0,044614437;0,036688851;0,103140727;0,175824474
1521;0,162729379;0,101982288;0,190175526;0,339048434
1522;0,362720448;0,144849316;0,253994368;0,341025316
1523;0,65300179;0,248855921;0,319387974;0,472652882
1524;0,654795671;0,146296461;0,341269476;0,438614882
1525;0,095156629;0,113315526;0,305236776;0,427509671
1526;0,259409724;0,095550079;0,302250987;0,372578369
1527;0,283664447;0,056608883;0,196417753;0,306599645
1528;0,27787924;0,052950328;0,078630766;0,123955772
1529;0,016096646;0,006782115;0,003827997;0,003220386
1530;0;0;0;0
1531;0;0;0;0
1532;0;0;0;0
1533;0;0;0;0
1534;0;0;0;0
1535;0;0;0;0
1536;0;0;0;0
1537;0;0;0;0
1538;0;0;0;0
1539;0;0;0;0
1540;0;0;0;0
1541;0;0;0;0
1542;0;0;0;0
1543;0,019420249;0;0,004557678;0,019281049
1544;0,051931788;0,086820257;0,027691271;0,068912021
1545;0,02167635;0,351311842;0,043056288;0,114299152
1546;0,524160158;0,246128981;0,0720105;0,109510331
1547;0,64215904;0,26912895;0,082485083;0,163175803
1548;0,364229475;0,369058026;0,116797342;0,230681131
1549;0,366811461;0,172956671;0,112551501;0,204519355
1550;0,400192105;0,12826157;0,090498316;0,181326513
1551;0,080305938;0,080304253;0,090131353;0,104036704
1552;0,009363195;0,142993552;0,052328128;0,046403262
1553;0,002800037;0,059896237;0,018086396;0,002827761
1554;0;0;0;0
1555;0;0;0;0
1556;0;0;0;0
1557;0;0;0;0
1558;0;0;0;0
1559;0;0;0;0
1560;0;0;0;0
1561;0;0;0;0
1562;0;0;0;0
1563;0;0;0;0
1564;0;0;0;0
1565;0;0;0;0
1566;0;0;0;0
1567;0;0;0,002823589;0
1568;0,010957366;0,018454346;0,036674163;0,011571716
1569;0,024081356;0,052687385;0,10382794;0,028146122
1570;0,02789522;0,024170929;0,134394237;0,043327899
1571;0,048314167;0,064921417;0,061407817;0,054363039
1572;0,072959933;0,099901627;0,033774817;0,053910837
1573;0,558359487;0,531646303;0,455183605;0,051783703
1574;0,500158263;0,413953224;0,211428328;0,039202212
1575;0,381027671;0,334379526;0,125192949;0,025852603
1576;0,221818153;0,204733658;0,095851548;0,012709976
1577;0,061979018;0,055384396;0,025665317;0,001783906
1578;0;0;0;0
1579;0;0;0;0
1580;0;0;0;0
1581;0;0;0;0
1582;0;0;0;0
1583;0;0;0;0
1584;0;0;0;0
1585;0;0;0;0
1586;0;0;0;0
1587;0;0;0;0
1588;0;0;0;0
1589;0;0;0;0
1590;0;0;0;0
1591;0,080280896;0,071921649;0,025011188;0
1592;0,288788448;0,158847612;0,075949093;0,009883132
1593;0,513172934;0,12788642;0,142494395;0,037444713
1594;0,658657934;0,443823158;0,236852566;0,049354137
1595;0,735532382;0,444155447;0,415465382;0,052709539
1596;0,780870632;0,351562264;0,446953421;0,035177175
1597;0,722876487;0,345802579;0,366409342;0,520203987
1598;0,635344697;0,029997745;0,404764698;0,473555842
1599;0,484449158;0,111238958;0,368082829;0,353642684
1600;0,280929079;0,103046337;0,325494395;0,193021658
1601;0,071552278;0,033792659;0,085997479;0,02339197
1602;0;0;0,000125625;0
1603;0;0;0;0
1604;0;0;0;0
1605;0;0;0;0
1606;0;0;0;0
1607;0;0;0;0
1608;0;0;0;0
1609;0;0;0;0
1610;0;0;0;0
1611;0;0;0;0
1612;0;0;0;0
1613;0;0;0;0
1614;0;0;0;0
1615;0,092579219;0,076839052;0;0
1616;0,324605882;0,246597316;0,005090048;0,00745713
1617;0,546943658;0,45664279;0,056999203;0,018282904
1618;0,698128145;0,591342829;0,043906516;0,02752007
1619;0,782527263;0,66391196;0,163384808;0,034028609
1620;0,799372895;0,650386816;0,217023553;0,035180546
1621;0,76572979;0,64698446;0,456873947;0,454299908
1622;0,673548355;0,550880566;0,611306684;0,3926265
1623;0,523678579;0,388354895;0,248233721;0,279602329
1624;0,316484053;0,227663076;0,255337974;0,160806434
1625;0,081086506;0,06193033;0,078389013;0,016609321
1626;3,86E-05;2,47E-05;0,00010145;0
1627;0;0;0;0
1628;0;0;0;0
1629;0;0;0;0
1630;0;0;0;0
1631;0;0;0;0
1632;0;0;0;0
1633;0;0;0;0
1634;0;0;0;0
1635;0;0;0;0
1636;0;0;0;0
1637;0;0;0;0
1638;0;0;0;0
1639;0;0,071027934;0;0
1640;0,006477574;0,260707579;0,033773854;0,011356643
1641;0,018118926;0,38873775;0,210624091;0,03024677
1642;0,028191632;0,528455842;0,513924198;0,037953719
1643;0,034616858;0,550897421;0,68223604;0,035477439
1644;0,036855478;0,601973684;0,561217658;0,036480569
1645;0,451863119;0,559604369;0,409671987;0,50527504
1646;0,400064487;0,4757085;0,4180635;0,437008816
1647;0,324593842;0,307762658;0,404372211;0,333084079
1648;0,187286053;0,170303171;0,133512466;0,179795092
1649;0,053097932;0,047302514;0,011325822;0,047125414
1650;5,12E-05;7,27E-05;2,84E-05;0
1651;0;0;0;0
1652;0;0;0;0
1653;0;0;0;0
1654;0;0;0;0
1655;0;0;0;0
